Location,temperature,humidity,ph,rainfall,N,P,K,label,price,Price_Date
Nagapattinam,27.53911354,77.25629897,6.049801781,110.3262123,65,15,185,banana,1040,30-Dec-11
Mylapore,29.66727337,83.51014178,6.010095853,110.2511102,99,?,179,banana,847,31-Dec-11
Musiri,25.05802193,84.97323747,5.738678895,110.4408803,104,19,161,banana,1094,1-Jan-12
Mudhukulathur,25.86824781,78.52399914,5.74055541,116.3019555,61,11,198,banana,997,2-Jan-12
Modakkurichi,25.85036988,81.95580471,5.793260262,119.0856171,103,?,191,banana,1197,3-Jan-12
Mettur,26.51682337,77.79913575,5.50947065,108.8547508,125,19,138,banana,1063,4-Jan-12
Mettupalayam,28.66725136,79.59242542,5.986442306,118.2583441,?,19,192,banana,1020,5-Jan-12
Melur,28.14938935,81.54448882,5.790768046,91.40508414,59,10,183,banana,490,6-Jan-12
Mayiladuthurai,26.42313317,83.6995044,5.915546415,95.12322062,74,7,184,banana,63,7-Jan-12
Mannargudi,26.59386409,81.40740301,6.242528278,109.9825551,63,16,165,banana,16,8-Jan-12
Manapaarai,27.71822477,76.57853189,6.036079266,102.2099836,109,18,103,banana,9,9-Jan-12
Manamadurai,28.98333432,82.95958244,5.829898502,109.022564,106,21,179,banana,8,10-Jan-12
Manachanallur,29.42017919,83.96754496,6.088064451,117.229079,99,19,195,banana,10,11-Jan-12
Mailam,27.39872329,81.10523402,6.469370954,112.1355384,74,14,180,banana,35,12-Jan-12
Maduravoyal,26.4020227,84.41007614,5.720726906,111.0162259,119,?,184,banana,30,13-Jan-12
Maduranthakam,27.81251452,82.69285419,5.80766417,99.20961514,99,25,184,banana,170,14-Jan-12
Madurai West,25.19640218,83.55829874,5.703381728,115.8586081,68,?,103,banana,282,15-Jan-12
Madurai South,28.31193338,75.77363772,6.165001278,119.695765,113,9,146,banana,340,16-Jan-12
Madurai North,25.90113128,80.47152737,6.002481605,110.10323,69,15,160,banana,470,17-Jan-12
Madurai East,27.48612983,76.11239849,6.212369363,109.2768851,65,10,175,banana,565,18-Jan-12
Madurai Central,29.38254012,83.50423735,5.765308943,109.2486647,74,?,194,banana,557,19-Jan-12
Madavaram,29.22118628,81.08183635,5.740764682,108.8616474,68,13,133,banana,523,20-Jan-12
Madathukulam,27.09062164,81.33506906,5.879119455,110.1331182,121,35,194,banana,531,21-Jan-12
Lalgudi,26.12643374,81.81365007,6.099478745,104.4812858,99,10,295,banana,516,22-Jan-12
Kurinjipadi,29.01207743,77.95192527,5.674403359,90.43495443,59,8,91,banana,527,23-Jan-12
Kunnam,27.96799119,79.28625709,5.694243847,119.4765557,80,9,39,banana,383,24-Jan-12
Kumbakonam,28.0764455,76.05522115,5.905494703,118.9923573,95,?,171,banana,328,25-Jan-12
Kumarapalayam,25.16278237,84.97849241,6.110844721,90.94554618,54,10,149,banana,307,26-Jan-12
Kulithalai,25.78749808,84.51194224,6.020445317,114.2005455,110,9,118,banana,501,27-Jan-12
Krishnarayapuram,25.34119774,84.47321314,6.435917308,91.06493353,96,23,150,banana,610,28-Jan-12
Krishnagiri,29.44795403,78.34971537,5.505393833,96.45042585,103,13,194,banana,383,29-Jan-12
Kovilpatti,26.47522633,78.51833782,5.677719902,113.1161095,79,10,104,banana,66,30-Jan-12
Kolathur,27.39489579,83.31172003,5.719014989,92.78133617,71,13,155,banana,17,31-Jan-12
Kinathukadavu,25.08347445,80.261731,6.275572298,94.32961456,56,10,169,banana,17,1-Feb-12
Kilvelur,26.6719835,76.48541655,6.275384607,91.73358569,76,10,171,banana,14,2-Feb-12
Kilpennathur,25.44926208,79.49221962,6.201911642,100.6619171,91,15,161,banana,18,3-Feb-12
Killiyoor,28.22776705,80.6430384,5.758054257,98.00403016,79,14,144,banana,13,4-Feb-12
Kavundampalayam,28.1279509,77.48247073,6.323933647,103.5045395,91,16,195,banana,13,5-Feb-12
Kattumannarkoil,28.9470467,82.1888998,5.901100841,95.83016448,103,22,164,banana,31,6-Feb-12
Katpadi,27.96236771,84.15403614,5.644486582,97.55986676,94,9,198,banana,166,7-Feb-12
Karur,28.00316034,78.90085998,6.235461772,94.68180316,66,15,149,banana,320,8-Feb-12
Karaikudi,29.1400919,80.1190228,6.28236237,90.45142867,59,?,160,banana,448,9-Feb-12
Kanniyakumari,27.9122104,83.36307683,6.356090905,90.24211529,126,57,195,banana,457,10-Feb-12
Kangayam,25.43480512,81.53977797,5.837258235,96.47800391,95,?,181,banana,597,11-Feb-12
Kancheepuram,28.55980972,84.51602322,5.653437902,111.0843029,53,13,95,banana,691,12-Feb-12
Kallakurichi,26.59580783,82.99556744,5.727469947,100.5123341,?,?,104,banana,1084,13-Feb-12
Kalasapakkam,27.19711623,77.3970629,6.200111068,99.46950465,126,79,160,banana,1158,14-Feb-12
Kadayanallur,25.29391516,79.29122198,5.614471478,105.4220251,94,25,174,banana,1429,15-Feb-12
K. V. Kuppam,29.90888522,76.98740841,6.257369799,91.99964712,113,25,194,banana,1445,16-Feb-12
Jolarpet,27.94972463,76.63713353,6.037430836,109.0921631,113,?,198,banana,1358,17-Feb-12
Jayankondam,25.01018457,78.76260938,5.760457558,108.3690513,124,23,184,banana,1275,18-Feb-12
Hosur,29.21144871,84.70189923,6.158164422,108.5501443,69,11,174,banana,1317,19-Feb-12
Harur,27.35911627,84.54625006,6.387431383,90.81250457,91,19,169,banana,1667,20-Feb-12
Harbour,28.0106804,76.52808057,5.891413895,103.7040783,59,8,?,banana,1654,21-Feb-12
Gummidipoondi,28.67208915,82.20793613,5.725418961,94.37987496,59,10,171,banana,1682,22-Feb-12
Gudiyattam,27.34585147,78.4873835,6.281069505,92.15524332,113,19,118,banana,505,23-Feb-12
Gudalur,29.50704598,78.20585613,5.507641778,98.12565829,51,9,99,banana,45,24-Feb-12
Gobichettipalayam,29.99677232,81.54156612,6.112305667,67.12534492,65,9,119,grapes,20,25-Feb-12
Gingee,30.7280404,82.42614055,6.092241627,68.38135469,121,25,81,grapes,22,26-Feb-12
Gangavalli,32.44577836,83.88504863,5.896343436,68.73932528,54,7,113,grapes,36,27-Feb-12
Gandharvakottai,37.46566825,80.65968681,6.15526103,66.83872293,65,58,126,grapes,84,28-Feb-12
Erode (West),22.03296178,83.74372787,5.732453638,65.34440794,95,7,194,grapes,183,29-Feb-12
Erode (East),39.64851881,82.21079946,6.253034534,70.39906054,71,63,165,grapes,442,1-Mar-12
Egmore,16.77557314,82.75241875,6.106190557,66.76285469,85,21,139,grapes,1024,2-Mar-12
Edapadi,12.14190714,83.56812483,5.647202395,69.63122027,113,25,175,grapes,1262,3-Mar-12
Dr. Radhakrishnan Nagar,12.7567962,81.62497448,6.130310493,66.77844567,76,10,103,grapes,1336,4-Mar-12
Dindigul,39.04071989,80.18393287,6.499604931,73.88467027,60,10,154,grapes,1293,5-Mar-12
Dharmapuri,39.70772192,82.68593454,5.554831977,74.91506217,55,13,58,grapes,978,6-Mar-12
Dharapuram,9.467960445,82.29335466,5.800242694,66.02765219,109,19,108,grapes,993,7-Mar-12
Cumbum,29.58748357,80.91934392,5.570290539,68.06417307,100,18,198,grapes,1053,8-Mar-12
Cuddalore,17.82803682,80.96093443,6.27564088,65.84748763,108,?,169,grapes,983,9-Mar-12
Coonoor,8.825674745,82.89753705,5.536645599,67.235765,84,16,200,grapes,842,10-Mar-12
Colachal,27.83487131,83.51444973,6.208196881,73.02882766,129,23,200,grapes,904,11-Mar-12
Coimbatore North,11.02105378,80.55557235,5.870600622,68.23963161,113,22,200,grapes,727,12-Mar-12
Coimbatore (South),17.5862944,80.84806564,6.334771461,71.4065452,76,11,113,grapes,732,13-Mar-12
Chidambaram,19.89363946,82.73366439,5.856575335,69.66256816,103,10,169,grapes,781,14-Mar-12
Cheyyur,29.93707596,81.77713468,5.898944282,65.52279323,66,9,176,grapes,975,15-Mar-12
Cheyyar,36.73126647,80.58931938,5.775600435,72.24230804,113,23,149,grapes,1469,16-Mar-12
Chepauk-Thiruvallikeni,20.42094753,81.54185044,5.931101816,66.93065667,95,15,191,grapes,1623,17-Mar-12
Chengam,25.51939719,83.98351748,6.2286454,69.17281221,118,19,199,grapes,1152,18-Mar-12
Chengalpattu,30.50734778,82.71775569,5.594240603,70.08200379,118,15,195,grapes,528,19-Mar-12
Bodinayakanur,18.4269936,80.55625868,5.569230319,69.75734306,84,10,198,grapes,27,20-Mar-12
Bhuvanagiri,12.087022,83.59398734,5.93202852,68.66813363,91,?,194,grapes,22,21-Mar-12
Bhavanisagar,23.60115364,82.48336987,6.423216506,73.23901752,51,9,194,grapes,48,22-Mar-12
Bhavani,12.80000387,81.20876367,6.417500829,67.10439401,98,?,160,grapes,120,23-Mar-12
Bargur,38.06099482,82.24729637,6.234904253,65.70148216,103,13,194,grapes,185,24-Mar-12
Avanashi,39.06555518,82.03812973,6.000573725,69.30772897,55,8,198,grapes,364,25-Mar-12
Avadi,33.78372897,81.16314317,5.685102769,74.53557341,113,?,149,grapes,582,26-Mar-12
Attur,16.76201707,82.00335557,5.662140095,73.28712806,51,10,199,grapes,784,27-Mar-12
Athoor,35.89307536,82.66850729,6.358186848,66.53946559,64,13,171,grapes,961,28-Mar-12
Aruppukkottai,21.01245395,81.17931863,6.119495295,66.38448261,65,25,194,grapes,910,29-Mar-12
Ariyalur,10.89875873,80.01639435,6.207600783,68.69420397,84,10,195,grapes,994,30-Mar-12
Arcot,16.36251869,83.00471609,6.48754639,71.55665483,94,8,155,grapes,754,31-Mar-12
Aravakurichi,20.28370163,81.32235739,5.81717753,71.06611222,108,23,185,grapes,796,1-Apr-12
Aranthangi,25.11108456,83.25447587,6.325480034,73.01026829,75,25,198,grapes,735,2-Apr-12
Arani,33.4641162,83.86742974,5.562790949,67.92204319,109,16,185,grapes,783,3-Apr-12
Arakkonam,11.7976469,80.86325389,6.487369687,65.06962486,113,13,169,grapes,1089,4-Apr-12
Anthiyur,11.36300891,80.03100049,6.116982944,71.18289431,94,8,169,grapes,943,5-Apr-12
Anna Nagar,25.23542319,80.68700527,5.695792761,67.03840888,75,9,185,grapes,1007,6-Apr-12
Andipatti,15.99050693,81.23966573,5.734317007,74.40198861,75,13,194,grapes,1129,7-Apr-12
Anaikattu,22.4359017,80.18612085,6.329499832,65.3973168,124,8,143,grapes,1178,8-Apr-12
Ambur,34.76086052,81.03544763,6.167013532,65.70430027,101,36,165,grapes,920,9-Apr-12
Ambattur,31.11047251,83.34010951,5.653776058,71.43001582,73,11,154,grapes,783,10-Apr-12
Ambasamudram,28.57828803,80.95628959,5.840256272,73.34232097,97,75,144,grapes,96,11-Apr-12
Alangulam,41.18664903,81.01783402,5.539980812,68.68895899,113,21,155,grapes,21,12-Apr-12
Alangudi,27.02766138,83.17093908,5.833302165,70.95666003,75,9,108,grapes,11,13-Apr-12
Alandur,21.19339319,82.33098331,6.399433771,74.62834921,84,9,?,grapes,7,14-Apr-12
Yercaud,10.38004759,83.44518113,6.138958698,67.3917379,104,23,106,grapes,20,15-Apr-12
Vriddhachalam,31.3115978,82.56407013,5.972850838,65.01095312,125,28,?,grapes,37,16-Apr-12
Virugambakkam,20.46657776,80.97598029,6.456079585,71.29813872,103,13,159,grapes,73,17-Apr-12
Virudhunagar,29.36947679,81.53996362,6.336426667,66.13442813,63,9,159,grapes,324,18-Apr-12
Viralimalai,10.72302459,80.02130636,6.425419926,65.2982112,54,10,159,grapes,462,19-Apr-12
Villupuram,14.97846952,80.49979873,6.294395676,71.63437433,103,20,170,grapes,612,20-Apr-12
Villivakkam,15.3246651,81.67215994,6.477768039,71.60102999,103,15,169,grapes,791,21-Apr-12
Vilavancode,18.73932187,81.12109244,5.931538447,73.55807954,103,?,166,grapes,742,22-Apr-12
Vilathikulam,19.3642553,83.36094029,5.980598579,67.15094741,74,10,179,grapes,812,23-Apr-12
Vikravandi,41.20733624,81.61051026,6.389783283,65.90227462,85,21,184,grapes,800,24-Apr-12
Veppanahalli,33.34214482,82.51034633,5.693287415,70.68098614,79,10,154,grapes,1077,25-Apr-12
Vellore,23.81995682,80.12211649,6.00299607,67.2739864,95,9,198,grapes,878,26-Apr-12
Velachery,40.66012294,81.24995984,6.372959542,74.03030056,113,14,190,grapes,1039,27-Apr-12
Veerapandi,11.82768186,80.2827185,5.510924849,74.10225057,76,9,151,grapes,1078,28-Apr-12
Vedasandur,13.28504331,83.54193816,5.69945282,65.80006004,51,9,169,grapes,921,29-Apr-12
Vedaranyam,35.83089092,83.32560104,5.778594403,73.67984885,55,9,150,grapes,1026,30-Apr-12
Vasudevanallur,26.18159716,81.03886263,6.315586313,66.05911698,113,13,183,grapes,1171,1-May-12
Vanur,24.57558351,80.70695797,5.971813006,69.706113,110,12,183,grapes,1213,2-May-12
Vaniyambadi,29.67229086,83.71498986,5.891195653,66.48490371,71,14,103,grapes,1131,3-May-12
Vandavasi,39.37102553,81.25353895,6.129812716,74.08101744,53,6,191,grapes,822,4-May-12
Valparai,17.66558428,82.92903419,6.313085601,69.8671263,109,13,181,grapes,168,5-May-12
Uthiramerur,24.06679352,82.66396666,6.053662544,69.81855775,98,21,179,grapes,17,6-May-12
Uthangarai,15.31413469,80.09711412,5.804799142,74.82144653,69,12,?,grapes,7,7-May-12
Usilampatti,21.77466746,80.54942557,6.400719746,69.39630398,50,9,103,grapes,2,8-May-12
Ulundurpettai,26.91624843,80.76838926,5.953966361,69.30927185,59,8,160,grapes,10,9-May-12
Udumalaipettai,41.65602996,82.22118237,5.609255992,74.19664838,110,10,155,grapes,31,10-May-12
Udhagamandalam,17.98667801,81.17712085,5.777271492,72.37127689,98,14,113,grapes,60,11-May-12
Tittakudi,29.12033769,82.79092939,5.682395429,68.8503047,113,13,193,grapes,331,12-May-12
Tiruvannamalai,34.38922481,83.18392806,5.863996687,71.03001556,98,7,144,grapes,467,13-May-12
Tiruvaikuntam,41.36106301,82.79782954,6.444373116,69.92107482,55,9,103,grapes,675,14-May-12
Tiruvadanai,35.12158265,82.26890793,5.550832178,69.71518491,95,13,160,grapes,1013,15-May-12
Tiruttani,19.6491772,80.15215777,6.107741788,73.69529586,99,21,110,grapes,980,16-May-12
Tiruppur (South),16.27852801,82.94270065,5.620745638,66.57462809,94,23,174,grapes,910,17-May-12
Tiruppur (North),21.11903604,80.63399198,6.349875906,69.27779761,?,23,150,grapes,949,18-May-12
"Tiruppattur, Sivaganga",19.2077707,82.9042841,6.484323189,66.83113717,69,13,164,grapes,1024,19-May-12
"Tirupattur, Vellore",25.96308415,82.57813624,5.838748311,70.31782647,74,9,187,grapes,871,20-May-12
Tirunelveli,25.67385024,81.6212135,6.29099842,74.10919422,94,9,122,grapes,1109,21-May-12
Tirumangalam,41.94865736,81.15595212,5.638328481,73.06862952,113,?,191,grapes,1215,22-May-12
Tirukkoyilur,11.18994268,80.8084305,6.415555956,66.34234944,69,?,194,grapes,1240,23-May-12
Tiruchuli,17.5438296,82.94703302,6.323722572,73.77063744,103,15,144,grapes,1321,24-May-12
Tiruchirappalli (West),13.05809741,80.28297993,5.757009965,70.75633584,98,23,160,grapes,1152,25-May-12
Tiruchirappalli (East),9.724457611,83.74765639,6.158689406,74.46411148,77,11,166,grapes,1348,26-May-12
Tiruchengodu,27.92004934,82.93262435,5.733539807,69.92092839,126,11,175,grapes,1484,27-May-12
Tiruchendur,9.535585543,80.73112694,5.908724337,69.44115171,65,7,198,grapes,1092,28-May-12
Tindivanam,13.42988625,80.06633966,6.361141107,71.40043037,103,10,169,grapes,228,29-May-12
Thuraiyur,9.851242629,80.22631717,5.96537863,68.42802444,69,14,154,grapes,23,30-May-12
Thousand Lights,24.97256132,82.72828653,6.476757723,66.70016285,54,?,162,grapes,4,31-May-12
Thoothukudi,27.23708304,82.94573346,6.224542938,70.42508897,104,23,176,grapes,14,1-Jun-12
Thondamuthur,18.70679077,83.4795292,6.209928251,66.5964488,54,13,124,grapes,17,2-Jun-12
Thiruvottiyur,9.949929082,82.55138983,5.841138354,66.00817551,65,10,144,grapes,33,3-Jun-12
Thiruvidaimarudur,22.75088787,90.69489172,5.521466996,110.4317855,103,11,150,apple,50,4-Jun-12
Thiruverumbur,23.8494014,94.34814995,6.133220586,114.0512495,108,6,169,apple,325,5-Jun-12
Thiruvarur,22.60800988,94.58900601,6.226289556,116.0396587,85,10,171,apple,311,6-Jun-12
Thiruvallur,21.18667419,91.13435689,6.321152192,122.233323,103,21,198,apple,761,7-Jun-12
Thiruvaiyaru,23.41044706,91.69913296,5.587905967,116.0777931,103,?,165,apple,837,8-Jun-12
Thiruthuraipoondi,22.86006627,93.12859895,5.824151693,117.7296726,111,?,165,apple,910,9-Jun-12
Thiruporur,22.48403042,93.40819246,5.772179946,105.5473627,85,9,159,apple,886,10-Jun-12
Thiruparankundram,22.02775403,92.96129462,5.790993052,121.1349176,85,7,144,apple,998,11-Jun-12
Thirumayam,21.91191314,91.68748063,6.499226821,117.0761277,71,10,149,apple,1077,12-Jun-12
Thiru. Vi. Ka. Nagar,23.71059131,93.27392415,5.658473817,112.6676589,60,13,194,apple,871,13-Jun-12
Thanjavur,21.37784654,92.72043743,5.573241391,106.1417017,79,13,195,apple,1058,14-Jun-12
Thalli,22.84852833,94.32130209,6.079497202,123.5977843,99,10,126,apple,1398,15-Jun-12
Tenkasi,23.1094265,92.79630809,6.383180271,108.183792,99,10,136,apple,1063,16-Jun-12
Tambaram,23.25230817,94.54128292,5.867420996,105.3558408,126,18,105,apple,1058,17-Jun-12
T. Nagar,23.67287749,90.4935574,5.708418722,104.2298028,108,7,195,apple,1313,18-Jun-12
Sulur,23.76881552,90.59810302,5.7983508,102.2648546,98,7,154,apple,1332,19-Jun-12
Srivilliputhur,23.34386401,91.47684705,6.28188384,104.4267991,74,9,198,apple,1424,20-Jun-12
Srirangam,22.63946441,90.18451645,5.697945522,108.3405879,118,25,164,apple,952,21-Jun-12
Sriperumbudur,22.45696744,94.76285385,5.605934087,114.8407725,98,7,179,apple,145,22-Jun-12
Sivakasi,22.96388477,93.58065995,5.85648105,104.6472986,125,24,199,apple,50,23-Jun-12
Sivaganga,21.07273439,93.56585985,6.041053829,107.8737015,69,10,155,apple,26,24-Jun-12
Sirkazhi,22.44075021,92.70785115,5.685062404,121.4977331,92,7,110,apple,14,25-Jun-12
Singanallur,22.71271308,90.45261746,5.669489065,109.8852597,99,14,162,apple,15,26-Jun-12
Sholingur,21.70416965,93.44006288,5.751707342,115.1781396,107,13,173,apple,17,27-Jun-12
Sholinganallur,22.43324518,92.48667725,5.800448951,119.1025189,?,21,199,apple,16,28-Jun-12
Sholavandan,21.25941052,92.84416234,5.821347769,109.0658471,75,13,191,apple,104,29-Jun-12
Senthamangalam,22.9215706,94.89613443,6.28022267,105.6941544,98,18,154,apple,224,30-Jun-12
Sattur,22.81212536,91.51861705,6.027314401,107.855225,66,18,130,apple,384,1-Jul-12
Sankarapuram,21.12152071,90.6878768,5.636687393,102.8017203,103,18,160,apple,629,2-Jul-12
Sankarankovil,21.11478672,90.31528693,5.559363609,104.5086618,107,13,163,apple,653,3-Jul-12
Sankagiri,23.59997268,90.97597665,5.596449493,107.1728191,121,23,199,apple,635,4-Jul-12
Salem (West),23.12652652,94.71203306,5.893492999,108.6211833,109,19,103,apple,540,5-Jul-12
Salem (South),22.98458907,93.3204487,5.875718516,122.1952483,113,18,198,apple,638,6-Jul-12
Salem (North),22.12659387,90.97818277,6.386021424,104.5412275,?,33,103,apple,683,7-Jul-12
Saidapet,22.53779727,91.48135786,5.710819862,101.8474768,94,7,169,apple,635,8-Jul-12
Royapuram,22.49095104,91.70292746,5.795985716,124.3915101,69,10,164,apple,724,9-Jul-12
Rishivandiyam,22.35548159,94.47811755,6.046673619,116.7366261,87,21,176,apple,420,10-Jul-12
Rasipuram,22.20700989,93.50574163,6.443382913,120.1593771,103,25,194,apple,352,11-Jul-12
Ranipet,22.44516988,94.73763514,5.617227184,107.1843273,66,9,168,apple,359,12-Jul-12
Ramanathapuram,22.76643029,92.12438519,6.442289294,120.4359949,94,25,194,apple,523,13-Jul-12
Rajapalayam,22.19109412,90.02575116,6.162034371,112.3126628,113,?,175,apple,507,14-Jul-12
Radhapuram,23.6119202,91.70293849,5.812781806,123.5900822,91,9,191,apple,654,15-Jul-12
Pudukkottai,23.86087054,94.92048112,5.765015126,105.0241329,64,16,124,apple,227,16-Jul-12
Poonamallee,21.42177231,92.62665309,6.184922574,102.8045658,74,9,169,apple,10,17-Jul-12
Poompuhar,22.36629253,90.78572467,5.739652177,124.9831618,74,10,180,apple,23,18-Jul-12
Ponneri,23.99686172,91.61001707,5.824778636,117.6102915,98,18,171,apple,10,19-Jul-12
Polur,21.80129837,92.73446667,5.554823557,120.0586671,69,9,180,apple,30,20-Jul-12
Pollachi,23.80436344,92.80441624,6.024248787,100.6192543,84,9,154,apple,10,21-Jul-12
Perundurai,23.71475278,91.53331177,5.631333387,121.8961665,84,9,169,apple,33,22-Jul-12
Periyakulam,23.34467359,90.37981478,5.811975094,112.8954016,66,15,195,apple,48,23-Jul-12
Peravurani,22.31253665,90.03577124,5.730557448,113.0688155,98,10,154,apple,158,24-Jul-12
Perambur,23.50201428,92.21083961,5.66999105,107.9868949,64,?,194,apple,368,25-Jul-12
Perambalur,23.46260321,91.45665004,5.682751473,111.7763395,95,7,103,apple,407,26-Jul-12
Pennagaram,23.06204373,92.39544055,6.245858905,114.7399101,95,10,190,apple,610,27-Jul-12
Pattukkottai,22.47420512,91.22759742,6.017370134,124.2179699,98,21,177,apple,684,28-Jul-12
Paramathi Velur,22.69780133,92.82223419,5.53456749,105.0508234,84,?,135,apple,878,29-Jul-12
Paramakudi,23.66682067,93.90191078,5.952367662,105.4004751,98,10,138,apple,1000,30-Jul-12
Pappireddippatti,22.50050273,92.45878335,6.126436584,100.9343903,89,54,138,apple,1141,31-Jul-12
Papanasam,23.83053666,90.84422164,6.406818518,109.5966791,64,8,180,apple,1127,1-Aug-12
Panruti,23.64142354,93.74461474,6.155939453,116.6912176,105,?,118,apple,1252,2-Aug-12
Pallavaram,21.41363812,92.99124545,5.878568981,118.3979065,96,16,103,apple,1464,3-Aug-12
Palladam,22.85267372,94.5764581,5.935336308,117.5314026,71,9,172,apple,1181,4-Aug-12
Palayamkottai,22.98208095,93.84505029,5.971332179,109.5852253,99,15,?,apple,1312,5-Aug-12
Palani,21.19909519,90.80819418,5.67130617,103.6838922,85,14,103,apple,1535,6-Aug-12
Palacode,23.87192332,90.49939035,5.882155988,103.0548094,119,7,198,apple,1553,7-Aug-12
Padmanabhapuram,21.0365275,94.33919546,6.08551916,114.7412734,60,9,165,apple,1542,8-Aug-12
Ottapidaram,22.61711614,93.51978375,5.90402645,116.9256766,100,15,166,apple,642,9-Aug-12
Orathanadu,21.45278675,90.74531921,6.110218826,116.7036582,71,9,146,apple,12,10-Aug-12
Omalur,22.81227579,92.12992101,6.212302608,109.3383552,113,?,108,apple,16,11-Aug-12
Oddanchatram,21.98141856,91.12719303,6.142803397,115.4789148,64,15,179,apple,12,12-Aug-12
Nominated (Anglo-Indian community,22.52709326,92.54780429,6.365972688,115.3830068,64,13,104,apple,39,13-Aug-12
Nilakottai,22.35628673,91.92360477,6.264202804,107.7697413,103,21,197,apple,68,14-Aug-12
Neyveli,21.19852186,92.15595143,6.276198595,105.8554351,51,9,155,apple,106,15-Aug-12
Natham,23.8812458,93.45067555,5.514253142,104.9116663,103,?,103,apple,508,16-Aug-12
Nannilam,22.78234161,94.36803516,5.682343744,122.1449949,79,6,181,apple,786,17-Aug-12
Nanguneri,22.19055385,92.43764169,5.830892252,121.6622761,107,19,194,apple,1158,18-Aug-12
Namakkal,22.91430043,90.70475565,5.603413172,118.6044645,103,41,194,apple,1195,19-Aug-12
Nagercoil,23.08950736,90.22507299,6.0967531,108.2166601,108,23,184,apple,1168,20-Aug-12
Nagapattinam,21.72484506,92.83975602,6.056529526,121.6961761,65,15,185,apple,1025,21-Aug-12
Mylapore,22.44307715,91.59234006,6.160267496,102.5565807,99,?,179,apple,870,22-Aug-12
Musiri,21.1316077,91.95769858,5.814434775,122.5391946,104,19,161,apple,918,23-Aug-12
Mudhukulathur,22.71750705,92.25479855,5.987262638,107.0289866,61,11,198,apple,841,24-Aug-12
Modakkurichi,23.75033085,92.88160462,5.570020684,117.6602827,103,?,191,apple,949,25-Aug-12
Mettur,23.76121837,93.661643,5.965551311,100.825956,125,19,138,apple,914,26-Aug-12
Mettupalayam,22.13450646,94.67695747,6.062356467,112.9203223,?,19,192,apple,925,27-Aug-12
Melur,21.17089176,90.23730166,5.895319002,123.6495149,59,10,183,apple,851,28-Aug-12
Mayiladuthurai,22.36238282,91.15761594,6.119432215,118.6832725,74,7,184,apple,932,29-Aug-12
Mannargudi,22.77856513,92.70124029,5.624203283,113.7759219,63,16,165,apple,1127,30-Aug-12
Manapaarai,21.22503442,90.09877774,5.52078314,113.9760462,109,18,103,apple,1216,31-Aug-12
Manamadurai,23.15791104,90.34396882,5.731535258,110.712841,106,21,179,apple,750,1-Sep-12
Manachanallur,22.42776057,93.91722423,5.893490899,102.7230739,99,19,195,apple,260,2-Sep-12
Mailam,23.64082979,90.95257927,5.560521058,116.7431319,74,14,180,apple,11,3-Sep-12
Maduravoyal,22.29423493,90.69033986,6.222390798,122.7418744,119,?,184,apple,4,4-Sep-12
Maduranthakam,23.35225078,90.90054697,6.071255131,113.0381382,99,25,184,apple,3,5-Sep-12
Madurai West,22.03911546,94.58075845,6.231950009,110.9804014,68,?,103,apple,10,6-Sep-12
Madurai South,23.80593812,92.48879468,5.889480679,119.6335548,113,9,146,apple,35,7-Sep-12
Madurai North,22.31944084,90.85174383,5.732757516,100.1173443,69,15,160,apple,45,8-Sep-12
Madurai East,22.14464104,93.82567435,6.400321212,120.6310784,65,10,175,apple,268,9-Sep-12
Madurai Central,23.65167552,94.50528753,6.496934492,115.3611268,74,?,194,apple,381,10-Sep-12
Madavaram,22.16939473,90.27185592,6.229498836,124.4683112,68,13,133,apple,721,11-Sep-12
Madathukulam,29.73770045,47.54885174,5.954626604,90.09586854,121,35,194,mango,687,12-Sep-12
Lalgudi,33.55695561,53.72979826,4.757114897,98.67527561,99,10,295,mango,679,13-Sep-12
Kurinjipadi,27.00315545,47.67525434,5.699586972,95.85118326,59,8,91,mango,854,14-Sep-12
Kunnam,33.56150184,45.53556603,5.977413803,95.70525913,80,9,39,mango,883,15-Sep-12
Kumbakonam,35.89855625,54.25964196,6.430139436,92.19721736,95,?,171,mango,1049,16-Sep-12
Kumarapalayam,34.17719782,50.62161586,6.113935087,98.00687989,54,10,149,mango,872,17-Sep-12
Kulithalai,30.01592643,53.19212381,5.074272692,97.72843182,110,9,118,mango,718,18-Sep-12
Krishnarayapuram,31.74592134,45.16127859,5.667507706,93.75441586,96,23,150,mango,1156,19-Sep-12
Krishnagiri,35.99009679,52.22780489,5.978634285,95.3713484,103,13,194,mango,930,20-Sep-12
Kovilpatti,31.86641378,52.19331595,5.064613314,98.46768642,79,10,104,mango,1242,21-Sep-12
Kolathur,27.75518664,52.34605806,4.772385986,94.11213345,71,13,155,mango,1043,22-Sep-12
Kinathukadavu,34.72413192,51.4271781,5.161148592,97.31258083,56,10,169,mango,1353,23-Sep-12
Kilvelur,27.53907547,53.63549533,6.797779227,99.35408185,76,10,171,mango,1356,24-Sep-12
Kilpennathur,27.69637763,48.5622488,6.39474303,89.85646496,91,15,161,mango,1141,25-Sep-12
Killiyoor,27.25373364,52.66319725,5.566704378,91.87312479,79,14,144,mango,1021,26-Sep-12
Kavundampalayam,30.33723921,48.88704844,5.755049971,94.42850522,91,16,195,mango,342,27-Sep-12
Kattumannarkoil,31.85744939,45.53106268,5.417340525,91.55845821,103,22,164,mango,133,28-Sep-12
Katpadi,35.39986338,49.45962621,6.166173834,97.41054011,94,9,198,mango,20,29-Sep-12
